,NPC,Households,PV output,LLP,Diesel Cost,Renewable invesment cost,Genererator invesment cost,Battery invesment cost,Battery operation cost,PV nominal capacity,Genset nominal capacity,Battery nominal capacity
22,158894.812510106,92,0,0.0218,0.85,1.775,1.431,0.557,3.80681818181818E-05,14264.1718646356,13043.6494615793,552.403842067379
23,112620.310992385,92,2,0.0286,0.542,1.393,1.365,0.658,4.95454545454546E-05,12559.1783089103,12728.1760626544,0
24,82894.9992253679,92,2,0.0319,0.298,1.333,1.565,0.686,5.27272727272727E-05,8180.94164713736,12607.9333711503,0
25,203809.527750452,104,2,0.013,1.152,1.438,1.611,0.497,3.125E-05,28956.4226206327,9060.00757837195,50595.0679906586
26,100866.236683725,92,1,0.0434,0.402,1.559,1.684,0.445,2.53409090909091E-05,9349.23697735806,11940.7993565051,0
27,116484.638364721,92,9,0.0286,0.542,1.393,1.365,0.658,4.95454545454546E-05,12829.1477993581,12727.1263626731,0
28,114864.835027092,104,8,0.0434,0.402,1.559,1.684,0.445,2.53409090909091E-05,10005.6412361996,13269.9702463762,0
29,125690.252468537,104,3,0.0286,0.542,1.393,1.365,0.658,4.95454545454546E-05,14361.9495096562,14022.0415261703,0
30,157689.134981422,104,9,0.0156,0.7,1.546,1.417,0.598,4.27272727272727E-05,16333.5312474075,14935.6457220792,0
31,175381.014047183,80,9,0.013,1.152,1.438,1.611,0.497,3.125E-05,23961.6858399775,8493.11801338152,31854.1265611663
32,94661.8255673499,80,6,0.0434,0.402,1.559,1.684,0.445,2.53409090909091E-05,6847.52873909602,11310.4108610683,0
33,158890.430079482,80,0,0.0469,1.027,1.646,1.537,0.484,2.97727272727273E-05,17826.3912155841,8662.58533333333,19326.8064966459
34,183189.70099716,92,2,0.013,1.152,1.438,1.611,0.497,3.125E-05,25554.9091367509,8379.66488495546,44307.9259988969
35,92257.4284484922,104,1,0.0319,0.298,1.333,1.565,0.686,5.27272727272727E-05,9188.12635839809,13826.0980617897,0
36,168801.492763475,92,5,0.004,0.967,1.491,1.337,0.416,2.20454545454545E-05,24240.0693805564,9522.21471377592,34502.078814492
37,103616.810606244,92,7,0.0434,0.402,1.559,1.684,0.445,2.53409090909091E-05,8572.36637083082,12149.2505940303,0
38,190411.838127773,92,8,0.013,1.152,1.438,1.611,0.497,3.125E-05,26443.799060591,8960.64122590363,34873.1566878866
39,94300.8854784103,104,9,0.0319,0.298,1.333,1.565,0.686,5.27272727272727E-05,4454.73248050039,14595.519705277,0
40,125504.617898137,80,0,0.0156,0.7,1.546,1.417,0.598,4.27272727272727E-05,12184.1446001154,12837.1737212745,0
41,176162.364315794,104,2,0.0218,0.85,1.775,1.431,0.557,3.80681818181818E-05,16119.1204097108,14420.3695783038,221.436016027852
42,76995.628559158,80,8,0.0319,0.298,1.333,1.565,0.686,5.27272727272727E-05,2773.75398210123,12230.9816,0
43,122042.601162282,80,8,0.0381,0.617,1.714,1.623,0.548,3.70454545454545E-05,10532.121434555,11569.0254101241,0
44,103198.458949886,80,3,0.0286,0.542,1.393,1.365,0.658,4.95454545454546E-05,11128.1286237047,12057.5590188194,0
45,128553.872343999,80,5,0.0156,0.7,1.546,1.417,0.598,4.27272727272727E-05,12567.7268526439,12837.3654140652,0
46,83013.6977438393,92,3,0.0319,0.298,1.333,1.565,0.686,5.27272727272727E-05,8194.59825150657,12618.1748690894,0
47,112402.707309817,104,3,0.0434,0.402,1.559,1.684,0.445,2.53409090909091E-05,10095.8846057262,13163.9851834405,0
48,106595.778104904,80,6,0.0286,0.542,1.393,1.365,0.658,4.95454545454546E-05,11311.6597329691,12058.2395883554,0
49,70260.7829962023,80,0,0.0054,0.24,1.667,1.462,0.619,4.51136363636364E-05,3515.12462770475,14287.6010247417,0
50,129366.162742374,80,4,0.0156,0.7,1.546,1.417,0.598,4.27272727272727E-05,12668.5080327081,12837.4453717085,0
51,149405.943432213,80,7,0.0218,0.85,1.775,1.431,0.557,3.80681818181818E-05,13249.3199872039,12433.0857775497,0
52,176360.9017233,104,1,0.0218,0.85,1.775,1.431,0.557,3.80681818181818E-05,16048.0267823187,14431.0496029112,161.942073440136
53,163760.766881384,92,7,0.0218,0.85,1.775,1.431,0.557,3.80681818181818E-05,14917.0657461505,13147.7009444733,0
54,101201.517909137,92,0,0.0434,0.402,1.559,1.684,0.445,2.53409090909091E-05,9275.41616536058,11968.4054246606,0
55,77031.3729237494,80,5,0.0319,0.298,1.333,1.565,0.686,5.27272727272727E-05,2327.60379263754,12309.8320634555,0
56,181780.042249242,104,5,0.0218,0.85,1.775,1.431,0.557,3.80681818181818E-05,16650.4118811315,14461.8388524889,0
57,181151.823268217,92,6,0.0469,1.027,1.646,1.537,0.484,2.97727272727273E-05,20178.7393949445,10016.66245,13023.5435848896
58,92244.7711608818,80,2,0.0434,0.402,1.559,1.684,0.445,2.53409090909091E-05,7741.83957872667,11309.9914289422,0
59,129010.20332462,104,8,0.0286,0.542,1.393,1.365,0.658,4.95454545454546E-05,14637.8318574967,14018.108541605,0
60,163044.872139515,92,5,0.0218,0.85,1.775,1.431,0.557,3.80681818181818E-05,14684.7639552881,13150.8922744412,0
61,112815.713071339,92,3,0.0286,0.542,1.393,1.365,0.658,4.95454545454546E-05,12646.6498387417,12729.2123565493,0
62,141710.58269886,92,4,0.0156,0.7,1.546,1.417,0.598,4.27272727272727E-05,14316.3277992884,13601.8406774849,0
63,149759.405317041,80,6,0.0218,0.85,1.775,1.431,0.557,3.80681818181818E-05,13169.644838659,12435.0279328613,0
64,182733.428509599,104,9,0.0218,0.85,1.775,1.431,0.557,3.80681818181818E-05,16937.018441782,14458.3452228395,0
65,156602.435309906,104,8,0.0156,0.7,1.546,1.417,0.598,4.27272727272727E-05,16302.5342076775,14935.4479757425,0
66,125468.080628452,104,2,0.0286,0.542,1.393,1.365,0.658,4.95454545454546E-05,14278.8418972933,14021.8135579269,0
67,212848.541956694,104,5,0.013,1.152,1.438,1.611,0.497,3.125E-05,30130.5507304109,9656.77415904512,41360.2589925317
68,130140.772319576,92,1,0.0381,0.617,1.714,1.623,0.548,3.70454545454545E-05,11958.2793507211,12205.0983187218,0
69,147327.642990981,80,2,0.004,0.967,1.491,1.337,0.416,2.20454545454545E-05,20980.4125983599,8476.35628197398,37064.1869175853
70,94641.1436139261,80,4,0.0434,0.402,1.559,1.684,0.445,2.53409090909091E-05,6779.10944250586,11312.3806929539,0
71,103288.15790822,92,5,0.0434,0.402,1.559,1.684,0.445,2.53409090909091E-05,8684.61023031331,12148.853683952,0
72,192817.930580072,104,2,0.0469,1.027,1.646,1.537,0.484,2.97727272727273E-05,22647.949286814,9932.32204168268,25289.2771801335
73,182604.394370353,104,7,0.0218,0.85,1.775,1.431,0.557,3.80681818181818E-05,16906.9688387799,14457.4739341722,0
74,70124.5092556888,80,2,0.0054,0.24,1.667,1.462,0.619,4.51136363636364E-05,3649.74179077815,14216.560378088,0
75,116650.715829283,92,4,0.0286,0.542,1.393,1.365,0.658,4.95454545454546E-05,12832.1459445017,12729.74927616,0
76,94123.590118343,104,5,0.0319,0.298,1.333,1.565,0.686,5.27272727272727E-05,5714.45274400688,14418.0802743826,0
77,70170.1515626357,80,3,0.0054,0.24,1.667,1.462,0.619,4.51136363636364E-05,3610.17575435329,14233.7086491976,0
78,70985.9429107333,80,9,0.0054,0.24,1.667,1.462,0.619,4.51136363636364E-05,2266.97558087098,14935.08125738,0
79,134420.01272254,92,9,0.0381,0.617,1.714,1.623,0.548,3.70454545454545E-05,11860.7380710872,12202.7618714333,0
80,136899.49268798,92,3,0.0156,0.7,1.546,1.417,0.598,4.27272727272727E-05,13743.2591735488,13601.4152219855,0
81,173233.582659884,92,1,0.0469,1.027,1.646,1.537,0.484,2.97727272727273E-05,19791.0607227778,9146.0567577663,21205.6404837341
82,170304.684082955,92,6,0.004,0.967,1.491,1.337,0.416,2.20454545454545E-05,24489.0686897213,9693.32922506043,32884.3966556966
83,130069.959958463,104,6,0.0286,0.542,1.393,1.365,0.658,4.95454545454546E-05,14567.861633098,14022.8958761236,0
84,125585.298413652,104,1,0.0286,0.542,1.393,1.365,0.658,4.95454545454546E-05,14317.040859183,14021.5822782575,0
85,193241.533383604,104,3,0.0469,1.027,1.646,1.537,0.484,2.97727272727273E-05,22778.0411104315,9962.04213682328,25052.2733261199
86,94479.8283727219,80,7,0.0434,0.402,1.559,1.684,0.445,2.53409090909091E-05,6511.58815731776,11309.7824468626,0
87,204174.583512272,104,1,0.013,1.152,1.438,1.611,0.497,3.125E-05,28966.6258878558,9067.4610512743,50521.5999143587
88,152198.103295471,104,2,0.0156,0.7,1.546,1.417,0.598,4.27272727272727E-05,15569.2392157225,14937.3841499919,0
89,156886.238546771,104,5,0.0156,0.7,1.546,1.417,0.598,4.27272727272727E-05,16111.3897712097,14938.4881388229,0
90,87086.1414273296,104,3,0.0054,0.24,1.667,1.462,0.619,4.51136363636364E-05,7274.88346582152,16730.3436477855,0
91,212044.387958281,104,8,0.013,1.152,1.438,1.611,0.497,3.125E-05,30188.4613666389,9644.79918240115,40913.2360694646
92,106581.161798823,80,4,0.0286,0.542,1.393,1.365,0.658,4.95454545454546E-05,11292.3212203863,12058.6558058727,0
93,214051.044173419,104,7,0.013,1.152,1.438,1.611,0.497,3.125E-05,30476.1292656117,9709.0447,40191.3378119921
94,84453.2212915327,92,8,0.0319,0.298,1.333,1.565,0.686,5.27272727272727E-05,5113.47068475816,13059.2421849164,0
95,191096.70674506,92,5,0.013,1.152,1.438,1.611,0.497,3.125E-05,26299.9030419974,8984.62691666667,35012.7142250961
96,179729.563103972,92,5,0.0469,1.027,1.646,1.537,0.484,2.97727272727273E-05,20065.6812363312,9844.43062877792,14527.7315902312
97,130620.055901136,92,0,0.0381,0.617,1.714,1.623,0.548,3.70454545454545E-05,11925.2069972283,12204.8858828321,0
98,105931.894345188,80,5,0.0286,0.542,1.393,1.365,0.658,4.95454545454546E-05,11251.7096252818,12058.6053330346,0
99,133588.752838152,92,8,0.0381,0.617,1.714,1.623,0.548,3.70454545454545E-05,11931.4685285276,12202.1266914374,0
100,158066.013355303,80,1,0.0469,1.027,1.646,1.537,0.484,2.97727272727273E-05,17732.5465641251,8610.87533530534,19871.9496052031
101,148962.869770815,104,8,0.0381,0.617,1.714,1.623,0.548,3.70454545454545E-05,13544.1790068922,13455.9934103242,0
102,188144.938137807,104,5,0.004,0.967,1.491,1.337,0.416,2.20454545454545E-05,27476.2445834464,10373.3350621862,39049.4424490348
103,100798.995519657,92,2,0.0434,0.402,1.559,1.684,0.445,2.53409090909091E-05,9392.29450350827,11940.4485952196,0
104,134328.004614032,92,7,0.0381,0.617,1.714,1.623,0.548,3.70454545454545E-05,11806.8880212083,12202.7803074497,0
105,122697.905873489,80,7,0.0381,0.617,1.714,1.623,0.548,3.70454545454545E-05,10404.7107561398,11569.4921905057,0
106,86941.0229850019,104,2,0.0054,0.24,1.667,1.462,0.619,4.51136363636364E-05,7311.64877255818,16684.4152015566,0
107,157939.440308207,104,4,0.0156,0.7,1.546,1.417,0.598,4.27272727272727E-05,16200.8313598832,14938.9848412407,0
108,152980.010281443,104,0,0.0156,0.7,1.546,1.417,0.598,4.27272727272727E-05,15615.2993351899,14937.9092505149,0
109,199859.720444061,104,8,0.0469,1.027,1.646,1.537,0.484,2.97727272727273E-05,22875.6671524377,10760.468514079,16916.4835383628
110,152356.375075989,104,1,0.0156,0.7,1.546,1.417,0.598,4.27272727272727E-05,15564.2964517599,14937.3593945474,0
111,115922.225754722,92,5,0.0286,0.542,1.393,1.365,0.658,4.95454545454546E-05,12757.5229215733,12730.1812853656,0
112,84530.0308814703,92,5,0.0319,0.298,1.333,1.565,0.686,5.27272727272727E-05,4514.96799688503,13171.2774333333,0
113,144634.971984325,80,3,0.0218,0.85,1.775,1.431,0.557,3.80681818181818E-05,12661.7118709435,12359.5422220261,403.70946405183
114,148468.703818533,80,8,0.0218,0.85,1.775,1.431,0.557,3.80681818181818E-05,13213.074271014,12433.1283283567,0
115,94372.7698219035,104,4,0.0319,0.298,1.333,1.565,0.686,5.27272727272727E-05,3895.09722693628,14704.446412316,0
116,155234.896391739,80,6,0.004,0.967,1.491,1.337,0.416,2.20454545454545E-05,21979.278717045,9092.8366175096,30725.700182035
117,79590.441027803,92,6,0.0054,0.24,1.667,1.462,0.619,4.51136363636364E-05,4195.42615716676,16294.9673138007,0
118,187521.686576099,104,8,0.004,0.967,1.491,1.337,0.416,2.20454545454545E-05,28139.313833015,10172.2606833333,40513.8553065834
119,161753.355238277,92,1,0.004,0.967,1.491,1.337,0.416,2.20454545454545E-05,23524.0392350919,9008.94869725143,40088.7064014673
120,118886.35880496,80,2,0.0381,0.617,1.714,1.623,0.548,3.70454545454545E-05,10528.2972727698,11571.2157013758,0
121,75937.629291076,80,2,0.0319,0.298,1.333,1.565,0.686,5.27272727272727E-05,6434.26565040535,11887.3943127996,0
122,103838.723065108,92,4,0.0434,0.402,1.559,1.684,0.445,2.53409090909091E-05,8416.23316684154,12202.0659942747,0
123,92304.3308744944,80,1,0.0434,0.402,1.559,1.684,0.445,2.53409090909091E-05,7742.10948084945,11310.2625515361,0
124,94211.9340552542,80,5,0.0434,0.402,1.559,1.684,0.445,2.53409090909091E-05,6571.15821071951,11311.9977384602,0
125,129099.29724826,80,7,0.0156,0.7,1.546,1.417,0.598,4.27272727272727E-05,12727.8391252425,12835.8742940385,0
126,83177.1369950446,92,0,0.0319,0.298,1.333,1.565,0.686,5.27272727272727E-05,8068.03727754801,12634.7041530565,0
127,141404.807563073,92,7,0.0156,0.7,1.546,1.417,0.598,4.27272727272727E-05,14356.6568024591,13599.4759407514,0
128,145611.355950494,104,0,0.0381,0.617,1.714,1.623,0.548,3.70454545454545E-05,13507.1293607669,13460.5703352458,0
129,134639.396517101,92,6,0.0381,0.617,1.714,1.623,0.548,3.70454545454545E-05,11847.6142713538,12206.443914547,0
130,103500.232094858,80,0,0.0286,0.542,1.393,1.365,0.658,4.95454545454546E-05,11118.6369782064,12057.7854290805,0
131,94533.4080043931,80,9,0.0434,0.402,1.559,1.684,0.445,2.53409090909091E-05,6576.81813923431,11308.5293371597,0
132,103861.441043351,92,6,0.0434,0.402,1.559,1.684,0.445,2.53409090909091E-05,8392.93642445278,12203.8863865418,0
133,122965.267230886,80,6,0.0381,0.617,1.714,1.623,0.548,3.70454545454545E-05,10478.3582307934,11571.6494698602,0
134,71120.0332847769,80,6,0.0054,0.24,1.667,1.462,0.619,4.51136363636364E-05,1576.87669551294,15310.7408681269,0
135,77927.4143261189,92,3,0.0054,0.24,1.667,1.462,0.619,4.51136363636364E-05,5691.59673831203,15303.0012183433,0
136,180716.158905897,92,9,0.0469,1.027,1.646,1.537,0.484,2.97727272727273E-05,20136.8678184744,9969.12506666667,13195.4056511494
137,214664.435411171,104,6,0.013,1.152,1.438,1.611,0.497,3.125E-05,30769.510781081,9713.43636666667,40680.0487880283
138,94265.4702900354,104,7,0.0319,0.298,1.333,1.565,0.686,5.27272727272727E-05,4590.80904497566,14569.4138479376,0
139,155221.213360593,80,4,0.004,0.967,1.491,1.337,0.416,2.20454545454545E-05,21940.0901948853,9110.73583333334,30553.3242928285
140,202077.626892158,104,6,0.0469,1.027,1.646,1.537,0.484,2.97727272727273E-05,22825.552357116,11066.977246961,14566.7480559714
141,144520.269620821,80,1,0.0218,0.85,1.775,1.431,0.557,3.80681818181818E-05,12582.7501179023,12360.2461135678,399.795309885109
142,78036.7550337809,92,0,0.0054,0.24,1.667,1.462,0.619,4.51136363636364E-05,5599.46495187808,15347.8250948576,0
143,179834.733351181,104,2,0.004,0.967,1.491,1.337,0.416,2.20454545454545E-05,26758.3728653816,9700.56931633525,46423.7654740361
144,145112.141773102,80,0,0.0218,0.85,1.775,1.431,0.557,3.80681818181818E-05,12607.0025474394,12385.6101738078,262.077619221222
145,79295.3324324616,92,5,0.0054,0.24,1.667,1.462,0.619,4.51136363636364E-05,4726.94709868234,15992.5773184977,0
146,136661.983970125,92,2,0.0156,0.7,1.546,1.417,0.598,4.27272727272727E-05,13716.7801357093,13600.7826051408,0
147,103020.169804807,80,2,0.0286,0.542,1.393,1.365,0.658,4.95454545454546E-05,11122.5302778922,12057.5593549304,0
148,147664.305190608,80,3,0.004,0.967,1.491,1.337,0.416,2.20454545454545E-05,21132.0110792948,8494.00191845503,36887.2564060569
149,70969.2499584851,80,7,0.0054,0.24,1.667,1.462,0.619,4.51136363636364E-05,2344.99530732468,14896.1885165702,0
150,149907.974593264,104,9,0.0381,0.617,1.714,1.623,0.548,3.70454545454545E-05,13432.5806505345,13456.4876459191,0
151,180139.842842093,104,1,0.004,0.967,1.491,1.337,0.416,2.20454545454545E-05,26767.663385828,9707.68665,46447.3004654148
152,75982.3043316841,80,1,0.0319,0.298,1.333,1.565,0.686,5.27272727272727E-05,6433.88491370691,11887.8294331167,0
153,129211.559569132,104,5,0.0286,0.542,1.393,1.365,0.658,4.95454545454546E-05,14512.0633523397,14022.7593062458,0
154,150127.019749195,104,4,0.0381,0.617,1.714,1.623,0.548,3.70454545454545E-05,13434.3659024154,13463.0159910466,0
155,115671.210895412,104,6,0.0434,0.402,1.559,1.684,0.445,2.53409090909091E-05,9507.73296326079,13396.6002560017,0
156,153403.896238752,80,8,0.004,0.967,1.491,1.337,0.416,2.20454545454545E-05,22144.8352131977,8848.33175,32705.0908641125
157,122203.823598165,80,5,0.0381,0.617,1.714,1.623,0.548,3.70454545454545E-05,10462.1524829487,11571.8460442726,0
158,168545.148563722,80,0,0.013,1.152,1.438,1.611,0.497,3.125E-05,22587.0453984688,8077.92621666666,38013.7624325938
159,152470.502899438,104,3,0.0156,0.7,1.546,1.417,0.598,4.27272727272727E-05,15595.3071218966,14938.0946248656,0
160,113150.241963849,92,0,0.0286,0.542,1.393,1.365,0.658,4.95454545454546E-05,12601.526493236,12728.2963081235,0
161,84649.1358940924,92,7,0.0319,0.298,1.333,1.565,0.686,5.27272727272727E-05,3678.00538277481,13288.8235926699,0
162,94144.4939927652,80,8,0.0434,0.402,1.559,1.684,0.445,2.53409090909091E-05,6723.30716966373,11307.7743989454,0
163,147570.918780218,80,1,0.004,0.967,1.491,1.337,0.416,2.20454545454545E-05,21048.8705069736,8493.11801338152,36917.9409860562
164,84676.8535577691,92,9,0.0319,0.298,1.333,1.565,0.686,5.27272727272727E-05,3333.3092865342,13345.8686652148,0
165,163863.886147055,80,5,0.0469,1.027,1.646,1.537,0.484,2.97727272727273E-05,18040.1525554799,9189.8293,14442.9728605227
166,122945.062625856,80,4,0.0381,0.617,1.714,1.623,0.548,3.70454545454545E-05,10415.0350765752,11572.4516802438,0
167,103117.909952453,80,1,0.0286,0.542,1.393,1.365,0.658,4.95454545454546E-05,11144.6998578099,12057.8728813509,0
168,140799.255374577,92,5,0.0156,0.7,1.546,1.417,0.598,4.27272727272727E-05,14183.8124835118,13602.1775784996,0
169,153887.984247762,80,5,0.004,0.967,1.491,1.337,0.416,2.20454545454545E-05,21846.4402361727,8914.64514961351,32404.1436858993
170,214084.940619581,104,9,0.013,1.152,1.438,1.611,0.497,3.125E-05,30569.5633977963,9704.02303797732,40246.0529192215
171,176491.989778575,104,3,0.0218,0.85,1.775,1.431,0.557,3.80681818181818E-05,16098.0185247079,14439.1150823919,120.451193873144
172,158074.319945353,92,2,0.0218,0.85,1.775,1.431,0.557,3.80681818181818E-05,14279.3480249026,13001.8951333333,776.964351068634
173,181239.51938661,104,0,0.004,0.967,1.491,1.337,0.416,2.20454545454545E-05,26989.0228224258,9757.74968492998,45715.5265436677
174,175789.777963232,80,6,0.013,1.152,1.438,1.611,0.497,3.125E-05,24132.3893903187,8490.75578919741,32139.5547505224
175,79009.1998205147,92,8,0.0054,0.24,1.667,1.462,0.619,4.51136363636364E-05,4859.36563808197,15795.6944271701,0
176,112237.777306997,104,2,0.0434,0.402,1.559,1.684,0.445,2.53409090909091E-05,9928.43989588017,13165.0675901349,0
177,161832.615945885,92,3,0.004,0.967,1.491,1.337,0.416,2.20454545454545E-05,23589.0643164251,9006.9786326544,40018.9063542166
178,92530.3267473511,104,0,0.0319,0.298,1.333,1.565,0.686,5.27272727272727E-05,9216.71644451048,13850.165510429,0
179,189852.430902904,104,6,0.004,0.967,1.491,1.337,0.416,2.20454545454545E-05,27687.9261589637,10599.0236102497,36950.7299204219
180,149736.913078117,80,4,0.0218,0.85,1.775,1.431,0.557,3.80681818181818E-05,13156.8040583548,12435.0246829382,0
181,112726.274939286,92,1,0.0286,0.542,1.393,1.365,0.658,4.95454545454546E-05,12615.4043413499,12728.6649469681,0
182,173353.515069375,92,3,0.0469,1.027,1.646,1.537,0.484,2.97727272727273E-05,19948.2452881622,9153.71838673582,21153.5425397755
183,129851.647830505,104,9,0.0286,0.542,1.393,1.365,0.658,4.95454545454546E-05,14560.3512180268,14018.4200028644,0
184,193093.842453995,104,1,0.0469,1.027,1.646,1.537,0.484,2.97727272727273E-05,22572.7646937404,9963.15846382316,25047.8543827359
185,84732.5965886691,92,4,0.0319,0.298,1.333,1.565,0.686,5.27272727272727E-05,2908.08274580047,13428.913027361,0
186,183479.627866677,92,1,0.013,1.152,1.438,1.611,0.497,3.125E-05,25510.4645984018,8385.63599409804,44245.4227442549
187,89349.8014850952,104,4,0.0054,0.24,1.667,1.462,0.619,4.51136363636364E-05,5478.06022588611,18017.9820472095,0
188,164777.12120049,80,9,0.0469,1.027,1.646,1.537,0.484,2.97727272727273E-05,18143.6855879398,9297.31598333333,13348.8228398214
189,86929.9843652823,104,1,0.0054,0.24,1.667,1.462,0.619,4.51136363636364E-05,7232.21413792378,16681.2278482963,0
190,149506.645787079,80,9,0.0218,0.85,1.775,1.431,0.557,3.80681818181818E-05,13257.0931425741,12433.3044228245,0
191,112319.642178744,104,1,0.0434,0.402,1.559,1.684,0.445,2.53409090909091E-05,9924.7045164485,13165.4363796232,0
192,192707.967316225,92,6,0.013,1.152,1.438,1.611,0.497,3.125E-05,26901.0548836675,9012.95303333333,34711.500350646
193,92366.998572446,80,3,0.0434,0.402,1.559,1.684,0.445,2.53409090909091E-05,7743.92271718882,11309.8304577664,0
194,180614.416665288,92,7,0.0469,1.027,1.646,1.537,0.484,2.97727272727273E-05,20015.7829126416,9981.20164034212,13120.0750877298
195,158236.526279859,92,1,0.0218,0.85,1.775,1.431,0.557,3.80681818181818E-05,14245.594569706,13017.55885,694.189326975331
196,148448.864157365,80,0,0.004,0.967,1.491,1.337,0.416,2.20454545454545E-05,21153.9991370526,8520.34607019989,36541.3325864614
197,106436.517699565,80,9,0.0286,0.542,1.393,1.365,0.658,4.95454545454546E-05,11309.4505040523,12056.3878503571,0
198,157581.019589266,104,7,0.0156,0.7,1.546,1.417,0.598,4.27272727272727E-05,16264.4941835994,14935.3342006819,0
199,129182.468532996,80,9,0.0156,0.7,1.546,1.417,0.598,4.27272727272727E-05,12749.8855597102,12836.046783875,0
200,115467.091719354,104,9,0.0434,0.402,1.559,1.684,0.445,2.53409090909091E-05,9690.13308358,13336.981188311,0
201,150159.794627814,104,6,0.0381,0.617,1.714,1.623,0.548,3.70454545454545E-05,13442.1818123542,13462.9517752254,0
202,189820.033006328,104,4,0.004,0.967,1.491,1.337,0.416,2.20454545454545E-05,27501.2738281231,10660.0950833333,36420.6123152608
203,77131.6805369581,80,6,0.0319,0.298,1.333,1.565,0.686,5.27272727272727E-05,1066.1223413546,12524.2321694779,0
204,77128.0526735085,80,4,0.0319,0.298,1.333,1.565,0.686,5.27272727272727E-05,1101.54123870947,12516.9633833333,0
205,165111.012171357,80,4,0.0469,1.027,1.646,1.537,0.484,2.97727272727273E-05,18152.7279364173,9334.20907827247,13183.4604726784
206,128325.199560566,80,8,0.0156,0.7,1.546,1.417,0.598,4.27272727272727E-05,12744.9470413966,12835.8920476635,0
207,89004.8616591962,104,9,0.0054,0.24,1.667,1.462,0.619,4.51136363636364E-05,6253.03882162036,17508.3358676269,0
208,134608.112945971,92,4,0.0381,0.617,1.714,1.623,0.548,3.70454545454545E-05,11829.7462025965,12206.755596665,0
209,87256.162892853,104,0,0.0054,0.24,1.667,1.462,0.619,4.51136363636364E-05,7252.71990668559,16767.143746264,0
210,144357.447325316,80,2,0.0218,0.85,1.775,1.431,0.557,3.80681818181818E-05,12652.3120537019,12352.6905684213,440.982122573943
211,115637.95733213,104,4,0.0434,0.402,1.559,1.684,0.445,2.53409090909091E-05,9595.55338461553,13383.0088306456,0
212,181119.397266869,92,4,0.0469,1.027,1.646,1.537,0.484,2.97727272727273E-05,20142.7889036578,10004.9811333333,13157.1047124315
213,164133.908289152,92,4,0.0218,0.85,1.775,1.431,0.557,3.80681818181818E-05,14846.112831781,13150.3133012526,0
214,164692.879780799,80,7,0.0469,1.027,1.646,1.537,0.484,2.97727272727273E-05,18076.4599624145,9309.53422522993,13247.8909713857
215,168258.835055712,92,8,0.004,0.967,1.491,1.337,0.416,2.20454545454545E-05,24696.6847379686,9384.85942764837,35418.2662997222
216,162725.567057684,92,0,0.004,0.967,1.491,1.337,0.416,2.20454545454545E-05,23565.6517715031,9034.42839778881,39740.901267528
217,126082.599885124,104,0,0.0286,0.542,1.393,1.365,0.658,4.95454545454546E-05,14298.6320639257,14021.728596746,0
218,130246.631622802,92,3,0.0381,0.617,1.714,1.623,0.548,3.70454545454545E-05,11975.073505684,12205.657084555,0
219,89372.7559314701,104,6,0.0054,0.24,1.667,1.462,0.619,4.51136363636364E-05,5456.41576167525,18035.8906097817,0
220,201586.083195197,104,9,0.0469,1.027,1.646,1.537,0.484,2.97727272727273E-05,22883.5897259615,10952.61885,15258.7472515044
221,103691.792618503,92,9,0.0434,0.402,1.559,1.684,0.445,2.53409090909091E-05,8537.87316572456,12159.2594685044,0
222,92572.8546761381,80,0,0.0434,0.402,1.559,1.684,0.445,2.53409090909091E-05,7625.13766704199,11309.9680235138,0
223,165149.081200447,80,6,0.0469,1.027,1.646,1.537,0.484,2.97727272727273E-05,18142.4237822173,9341.45402477004,13131.5285829902
224,177107.042276918,104,0,0.0218,0.85,1.775,1.431,0.557,3.80681818181818E-05,16112.4335452626,14460.9022933866,0
225,105778.5495222,80,8,0.0286,0.542,1.393,1.365,0.658,4.95454545454546E-05,11353.3845551579,12056.2763279713,0
226,169842.195125518,92,7,0.004,0.967,1.491,1.337,0.416,2.20454545454545E-05,24497.6672139704,9629.21343333333,33160.9022366782
227,130013.794306236,92,2,0.0381,0.617,1.714,1.623,0.548,3.70454545454545E-05,11932.2122802317,12204.8434204993,0
228,170299.974301802,92,4,0.004,0.967,1.491,1.337,0.416,2.20454545454545E-05,24397.6631510229,9743.97101666667,32461.160036988
229,115018.188504272,104,5,0.0434,0.402,1.559,1.684,0.445,2.53409090909091E-05,9857.06740320281,13331.6577483772,0
230,129757.530250077,104,7,0.0286,0.542,1.393,1.365,0.658,4.95454545454546E-05,14483.0626610348,14017.8681442495,0
231,192696.059642302,92,4,0.013,1.152,1.438,1.611,0.497,3.125E-05,26769.3667315363,9009.17852946182,34806.6005034601
232,88943.5134250559,104,5,0.0054,0.24,1.667,1.462,0.619,4.51136363636364E-05,6415.39689359562,17502.0869388685,0
233,122779.363029433,80,9,0.0381,0.617,1.714,1.623,0.548,3.70454545454545E-05,10426.7063281947,11569.0526078574,0
234,173748.525698055,80,8,0.013,1.152,1.438,1.611,0.497,3.125E-05,23601.26055971,8452.7185193259,32299.0372425871
235,181418.169667412,104,8,0.0218,0.85,1.775,1.431,0.557,3.80681818181818E-05,16891.7590947442,14457.9398224715,0
236,119002.930339497,80,1,0.0381,0.617,1.714,1.623,0.548,3.70454545454545E-05,10540.3927528687,11571.7678508365,0
237,82942.1084720265,92,1,0.0319,0.298,1.333,1.565,0.686,5.27272727272727E-05,8198.17253084896,12602.3193532602,0
