,NPC,Households,PV output,LLP,Diesel Cost,Renewable invesment cost,Genererator invesment cost,Battery invesment cost,Battery operation cost,PV nominal capacity,Genset nominal capacity,Battery nominal capacity
238,184605.526639615,92,0,0.013,1.152,1.438,1.611,0.497,3.125E-05,25253.6999008103,8533.288166528,41782.0830379618
239,125115.000173591,80,3,0.0156,0.7,1.546,1.417,0.598,4.27272727272727E-05,12203.9052016469,12837.0756731522,0
240,71004.4016978186,80,5,0.0054,0.24,1.667,1.462,0.619,4.51136363636364E-05,2316.5103302793,14957.9516205177,0
241,84735.581298738,92,6,0.0319,0.298,1.333,1.565,0.686,5.27272727272727E-05,2826.30715364909,13440.2974547364,0
242,145176.889245154,104,3,0.0381,0.617,1.714,1.623,0.548,3.70454545454545E-05,13604.1208610958,13460.9670334204,0
243,129386.416711465,80,6,0.0156,0.7,1.546,1.417,0.598,4.27272727272727E-05,12699.8308431301,12837.4285839518,0
244,119432.150449309,80,0,0.0381,0.617,1.714,1.623,0.548,3.70454545454545E-05,10503.2147736928,11571.3588564109,0
245,161496.884601673,92,2,0.004,0.967,1.491,1.337,0.416,2.20454545454545E-05,23410.4550759334,8986.91909077707,40236.415839456
246,94386.3823496015,104,6,0.0319,0.298,1.333,1.565,0.686,5.27272727272727E-05,3940.05880436282,14701.3739771043,0
247,103153.826418766,92,8,0.0434,0.402,1.559,1.684,0.445,2.53409090909091E-05,8823.30431042599,12093.9894615658,0
248,175791.156705467,80,4,0.013,1.152,1.438,1.611,0.497,3.125E-05,24025.9671333628,8488.71361556773,32168.4548816572
249,137335.986360187,92,0,0.0156,0.7,1.546,1.417,0.598,4.27272727272727E-05,13755.5048280325,13600.9975121697,0
250,183533.786500338,92,3,0.013,1.152,1.438,1.611,0.497,3.125E-05,25740.3687307022,8363.70951131634,44558.3537714085
251,77093.0135175618,80,7,0.0319,0.298,1.333,1.565,0.686,5.27272727272727E-05,1672.05633943469,12411.749250069,0
252,70105.5218766084,80,1,0.0054,0.24,1.667,1.462,0.619,4.51136363636364E-05,3659.30655633121,14190.1632317261,0
253,183065.739353998,104,6,0.0218,0.85,1.775,1.431,0.557,3.80681818181818E-05,16882.4889792211,14461.8329468572,0
254,204243.653716322,104,3,0.013,1.152,1.438,1.611,0.497,3.125E-05,29118.0492379645,9092.48581177072,50000.7632803844
255,158170.780247081,80,3,0.0469,1.027,1.646,1.537,0.484,2.97727272727273E-05,17863.5806894081,8614.36944339947,19826.888656208
256,158364.907816481,92,3,0.0218,0.85,1.775,1.431,0.557,3.80681818181818E-05,14268.2726649335,13017.55885,695.901341801406
257,148764.604735803,80,5,0.0218,0.85,1.775,1.431,0.557,3.80681818181818E-05,13027.4955104055,12434.9841005056,0
258,200465.871359025,104,5,0.0469,1.027,1.646,1.537,0.484,2.97727272727273E-05,22654.0426334914,10848.5721012056,16503.0679853022
259,173002.369303181,92,2,0.0469,1.027,1.646,1.537,0.484,2.97727272727273E-05,19809.5366510513,9146.0567577663,21183.9031435568
260,157835.140048173,80,2,0.0469,1.027,1.646,1.537,0.484,2.97727272727273E-05,17772.4797348393,8612.09416268778,19833.943399046
261,162717.415703398,92,8,0.0218,0.85,1.775,1.431,0.557,3.80681818181818E-05,14888.9917500763,13147.294300377,0
262,164177.006149875,92,6,0.0218,0.85,1.775,1.431,0.557,3.80681818181818E-05,14882.0835328125,13150.1680208478,0
263,133775.571167433,92,5,0.0381,0.617,1.714,1.623,0.548,3.70454545454545E-05,11848.5277939421,12206.7269194037,0
264,130046.458087232,104,4,0.0286,0.542,1.393,1.365,0.658,4.95454545454546E-05,14517.0609048511,14023.2589446287,0
265,205412.903657715,104,0,0.013,1.152,1.438,1.611,0.497,3.125E-05,28728.1403225624,9238.55018885593,47649.5527644592
266,119093.386293872,80,3,0.0381,0.617,1.714,1.623,0.548,3.70454545454545E-05,10551.8929988551,11571.2263187996,0
267,167612.436868622,80,3,0.013,1.152,1.438,1.611,0.497,3.125E-05,22925.5644630467,7943.18828252688,40205.0135285359
268,77809.0285240064,92,2,0.0054,0.24,1.667,1.462,0.619,4.51136363636364E-05,5675.72706173254,15279.791383007,0
269,140543.606670555,92,8,0.0156,0.7,1.546,1.417,0.598,4.27272727272727E-05,14370.0863839856,13599.5170577993,0
270,201450.681657486,104,7,0.0469,1.027,1.646,1.537,0.484,2.97727272727273E-05,22650.0032763368,10984.4738833333,14988.8168270653
271,149789.352884474,104,7,0.0381,0.617,1.714,1.623,0.548,3.70454545454545E-05,13399.5015875178,13455.7926077965,0
272,79606.0747193878,92,4,0.0054,0.24,1.667,1.462,0.619,4.51136363636364E-05,4148.40606298364,16328.292881058,0
273,115382.616561898,104,7,0.0434,0.402,1.559,1.684,0.445,2.53409090909091E-05,9748.45618559538,13323.8483415407,0
274,79290.1927854939,92,7,0.0054,0.24,1.667,1.462,0.619,4.51136363636364E-05,4641.32678465912,15966.6983086088,0
275,77107.1092656043,80,9,0.0319,0.298,1.333,1.565,0.686,5.27272727272727E-05,1476.50164836502,12447.8802060692,0
276,79332.6407382327,92,9,0.0054,0.24,1.667,1.462,0.619,4.51136363636364E-05,4577.55185772521,16006.5886211035,0
277,183042.990038657,104,4,0.0218,0.85,1.775,1.431,0.557,3.80681818181818E-05,16817.9811162676,14462.2055626542,0
278,136791.255565364,92,1,0.0156,0.7,1.546,1.417,0.598,4.27272727272727E-05,13725.0967062134,13600.8550949973,0
279,157962.633718511,104,6,0.0156,0.7,1.546,1.417,0.598,4.27272727272727E-05,16256.7984692343,14938.7643168501,0
280,175339.829486056,80,7,0.013,1.152,1.438,1.611,0.497,3.125E-05,23936.6668684445,8495.77673403675,31818.4729262038
281,124884.950532925,80,2,0.0156,0.7,1.546,1.417,0.598,4.27272727272727E-05,12180.7817867103,12837.0671517688,0
282,141745.7164181,92,6,0.0156,0.7,1.546,1.417,0.598,4.27272727272727E-05,14317.3709966621,13601.8199928101,0
283,88566.7042875289,104,8,0.0054,0.24,1.667,1.462,0.619,4.51136363636364E-05,6516.43651749947,17276.0840839586,0
284,116409.064018851,92,7,0.0286,0.542,1.393,1.365,0.658,4.95454545454546E-05,12811.2339211301,12727.091896403,0
285,94030.5282680761,104,8,0.0319,0.298,1.333,1.565,0.686,5.27272727272727E-05,6372.62128903988,14291.2056102235,0
286,76026.0252389734,80,3,0.0319,0.298,1.333,1.565,0.686,5.27272727272727E-05,6364.5817372899,11887.5483118713,0
287,163876.295636537,92,9,0.0218,0.85,1.775,1.431,0.557,3.80681818181818E-05,14935.9785778713,13147.2697686734,0
288,163408.059902666,80,8,0.0469,1.027,1.646,1.537,0.484,2.97727272727273E-05,18236.2280718541,9148.66298333333,14599.0272561722
289,154839.909682476,80,7,0.004,0.967,1.491,1.337,0.416,2.20454545454545E-05,22015.9036564971,9046.0396,30893.6786230662
290,70862.5974414691,80,8,0.0054,0.24,1.667,1.462,0.619,4.51136363636364E-05,2648.66477026969,14743.8825705589,0
291,214661.5191187,104,4,0.013,1.152,1.438,1.611,0.497,3.125E-05,30748.338945865,9705.21299517083,40850.2279890077
292,88928.8995302241,104,7,0.0054,0.24,1.667,1.462,0.619,4.51136363636364E-05,6295.08155649214,17464.1094223567,0
293,145056.10183864,104,1,0.0381,0.617,1.714,1.623,0.548,3.70454545454545E-05,13563.2977539181,13460.954439838,0
294,76152.8809110961,80,0,0.0319,0.298,1.333,1.565,0.686,5.27272727272727E-05,6051.5122476581,11887.6769047055,0
295,141500.472738348,92,9,0.0156,0.7,1.546,1.417,0.598,4.27272727272727E-05,14380.290096424,13599.3436819137,0
296,149178.932420594,104,5,0.0381,0.617,1.714,1.623,0.548,3.70454545454545E-05,13486.0177718887,13462.6390881628,0
297,192219.828732054,92,9,0.013,1.152,1.438,1.611,0.497,3.125E-05,26731.7157830273,9015.14527211765,34280.0853163399
298,77824.9216008091,92,1,0.0054,0.24,1.667,1.462,0.619,4.51136363636364E-05,5695.47169869903,15261.5243489516,0
299,71116.4710169699,80,4,0.0054,0.24,1.667,1.462,0.619,4.51136363636364E-05,1631.7190883412,15284.8673191684,0
300,192185.504822141,92,7,0.013,1.152,1.438,1.611,0.497,3.125E-05,26688.4707106459,9019.75205999707,34253.0460856557
301,118454.277287876,140,0,0.0017,0.264,1.517,1.337,0.632,4.65909090909091E-05,16323.9200929065,22517.1224592593,0
302,112696.41532083,128,8,0.0017,0.264,1.517,1.337,0.632,4.65909090909091E-05,10886.8586143823,21924.9773170695,0
303,190102.832779069,116,1,0.0375,0.324,1.774,1.485,0.695,5.375E-05,0,47707.8932008224,0
304,152886.202352751,140,2,0.0073,0.46,1.421,1.509,0.442,2.5E-05,18618.9049414931,18435.6397679329,4327.34707540209
305,254315.017183418,140,3,0.0146,1.163,1.349,1.673,0.465,2.76136363636364E-05,49499.6621694612,8285.38250587078,123621.869012947
306,212207.05533897,128,3,0.043,0.795,1.696,1.645,0.66,4.97727272727273E-05,19968.0496919937,17190.0774066707,0
307,181670.295705588,140,3,0.017,0.607,1.731,1.391,0.6,4.29545454545455E-05,17916.3773516296,18282.1276040183,0
308,217470.657042057,140,0,0.043,0.795,1.696,1.645,0.66,4.97727272727273E-05,21360.6477952013,16228.9423909861,0
309,190102.832779069,116,5,0.0375,0.324,1.774,1.485,0.695,5.375E-05,0,47707.8932008224,0
310,110734.614802363,128,0,0.0017,0.264,1.517,1.337,0.632,4.65909090909091E-05,9989.65816889516,21927.5104568295,0
311,188217.753723207,140,9,0.017,0.607,1.731,1.391,0.6,4.29545454545455E-05,19254.7578571046,18378.8485285048,0
312,233997.530130259,116,1,0.0452,0.518,1.572,1.541,0.512,3.29545454545455E-05,15891.2295877673,44481.7404593129,0
313,235432.474326049,128,8,0.0266,0.919,1.489,1.613,0.538,3.59090909090909E-05,25376.8326847202,17514.7666264146,5719.37474707879
314,123054.35786418,140,4,0.0017,0.264,1.517,1.337,0.632,4.65909090909091E-05,14486.0823276375,24485.907680282,0
315,190102.832779069,116,2,0.0375,0.324,1.774,1.485,0.695,5.375E-05,0,47707.8932008224,0
316,337466.703282696,116,7,0.0266,0.919,1.489,1.613,0.538,3.59090909090909E-05,28553.7632916979,45409.7770641517,24499.1859561309
317,188026.668821397,140,7,0.017,0.607,1.731,1.391,0.6,4.29545454545455E-05,19270.2460757397,18340.1489816553,0
318,267849.227544244,116,9,0.017,0.607,1.731,1.391,0.6,4.29545454545455E-05,15226.0960012345,52830.1207343498,0
319,253796.929486567,140,2,0.0146,1.163,1.349,1.673,0.465,2.76136363636364E-05,48437.9693395886,8522.96684606659,118755.528112851
320,237706.952804883,128,6,0.0266,0.919,1.489,1.613,0.538,3.59090909090909E-05,25516.1664583326,17694.85275,4635.38243501327
321,183517.508420352,128,9,0.017,0.607,1.731,1.391,0.6,4.29545454545455E-05,15734.7926357401,19339.971408506,0
322,245580.329704636,128,0,0.0331,1.043,1.618,1.34,0.571,3.96590909090909E-05,24191.5404153496,17235.5142019408,4602.36504918366
323,228628.771848405,128,2,0.0266,0.919,1.489,1.613,0.538,3.59090909090909E-05,24519.0161245788,16832.0979014515,10974.0409396208
324,249239.931981485,128,2,0.0146,1.163,1.349,1.673,0.465,2.76136363636364E-05,47525.1140991881,8414.1625770914,133121.070890615
325,126789.722398826,140,2,0.0375,0.324,1.774,1.485,0.695,5.375E-05,6179.15524021385,18360.058327389,0
326,212069.409043582,128,1,0.043,0.795,1.696,1.645,0.66,4.97727272727273E-05,19883.0122842618,17188.1661224954,0
327,237160.007914207,128,9,0.0266,0.919,1.489,1.613,0.538,3.59090909090909E-05,25551.1416041251,17622.8305500012,4984.03123776932
328,222871.853443676,140,8,0.043,0.795,1.696,1.645,0.66,4.97727272727273E-05,22422.8785413358,16207.8947730941,0
329,233304.306847813,140,3,0.0266,0.919,1.489,1.613,0.538,3.59090909090909E-05,26408.925567136,15580.8905406608,12633.7067547476
330,168602.435516491,140,9,0.0452,0.518,1.572,1.541,0.512,3.29545454545455E-05,17891.4473541158,16395.5181973076,0
331,190102.832779069,116,9,0.0375,0.324,1.774,1.485,0.695,5.375E-05,0,47707.8932008224,0
332,310125.852684308,116,6,0.043,0.795,1.696,1.645,0.66,4.97727272727273E-05,20744.557607484,45052.0920094238,0
333,183338.729192569,116,0,0.0017,0.264,1.517,1.337,0.632,4.65909090909091E-05,0,59773.7187539015,0
334,120754.284456647,128,2,0.0375,0.324,1.774,1.485,0.695,5.375E-05,946.174214747095,18160.973000857,0
335,254477.052278871,140,1,0.0146,1.163,1.349,1.673,0.465,2.76136363636364E-05,48222.8705405561,8647.21298584822,118512.040946704
336,182650.564628762,128,5,0.017,0.607,1.731,1.391,0.6,4.29545454545455E-05,15857.1628683784,19349.9965263228,0
337,219292.754156334,128,7,0.043,0.795,1.696,1.645,0.66,4.97727272727273E-05,20853.5159644632,17161.2156910169,0
338,120794.618132065,128,8,0.0375,0.324,1.774,1.485,0.695,5.375E-05,0,18362.7362265237,0
339,269331.556644025,140,9,0.0146,1.163,1.349,1.673,0.465,2.76136363636364E-05,44978.1402133787,10993.96045,65905.6130324878
340,234668.496981165,116,0,0.0452,0.518,1.572,1.541,0.512,3.29545454545455E-05,15807.6965418744,44520.7131298784,0
341,249467.046704133,140,2,0.0331,1.043,1.618,1.34,0.571,3.96590909090909E-05,26299.8614901125,15736.4930636931,8273.35609712374
342,363414.861414791,116,8,0.0146,1.163,1.349,1.673,0.465,2.76136363636364E-05,52394.3530794615,35954.448735426,123007.16055851
343,242940.521407212,116,8,0.0073,0.46,1.421,1.509,0.442,2.5E-05,14227.6422564615,55478.4859292871,3587.56557134594
344,327008.367855928,116,3,0.0266,0.919,1.489,1.613,0.538,3.59090909090909E-05,28746.0237149041,43624.1693959802,35810.3321089579
345,238485.598642418,116,5,0.0452,0.518,1.572,1.541,0.512,3.29545454545455E-05,15386.8539798365,44643.8504432391,0
346,249751.164612569,128,3,0.0146,1.163,1.349,1.673,0.465,2.76136363636364E-05,47743.6765445848,8408.43403657771,133613.70700829
347,216687.359796357,140,3,0.043,0.795,1.696,1.645,0.66,4.97727272727273E-05,21307.7140222028,16230.3200778583,0
348,337541.92224546,116,6,0.0266,0.919,1.489,1.613,0.538,3.59090909090909E-05,29048.4499271827,45409.7770641517,24499.5095891486
349,272803.232199494,116,0,0.024,0.716,1.36,1.44,0.412,2.15909090909091E-05,29028.6730688092,42558.9434937912,47464.7605692553
350,239565.15731612,116,4,0.0452,0.518,1.572,1.541,0.512,3.29545454545455E-05,15128.5479608855,44700.7896059298,0
351,345024.017725531,116,7,0.0331,1.043,1.618,1.34,0.571,3.96590909090909E-05,27003.8430635791,46088.3062858592,9725.69966020678
352,249887.206730009,140,1,0.0331,1.043,1.618,1.34,0.571,3.96590909090909E-05,26199.4819212439,15686.4113950046,8660.14603514764
353,253248.03448713,128,7,0.0331,1.043,1.618,1.34,0.571,3.96590909090909E-05,25313.6558775818,17765.983892276,680.472439065389
354,212928.679644687,128,0,0.043,0.795,1.696,1.645,0.66,4.97727272727273E-05,19994.214095037,17190.3356049973,0
355,364386.033933541,116,5,0.0146,1.163,1.349,1.673,0.465,2.76136363636364E-05,52160.3306200626,36049.4393486844,122145.089668466
356,258316.007497456,140,5,0.0331,1.043,1.618,1.34,0.571,3.96590909090909E-05,27073.581363715,16487.7986345641,2799.88422446088
357,114008.673391277,128,6,0.0017,0.264,1.517,1.337,0.632,4.65909090909091E-05,12121.2630534292,21927.7343899527,0
358,301553.872010997,116,2,0.043,0.795,1.696,1.645,0.66,4.97727272727273E-05,20340.4130650536,44991.3469490883,0
359,240239.346448264,140,8,0.0266,0.919,1.489,1.613,0.538,3.59090909090909E-05,27267.1968624256,16459.4987063696,6026.00577990924
360,252236.865715535,128,5,0.0331,1.043,1.618,1.34,0.571,3.96590909090909E-05,25129.4174950363,17675.115775044,1436.34558735615
361,229099.526326784,128,3,0.0266,0.919,1.489,1.613,0.538,3.59090909090909E-05,24437.6026077647,16916.1442879719,10388.5065127725
362,164079.607209051,128,4,0.0452,0.518,1.572,1.541,0.512,3.29545454545455E-05,14660.1987456516,17080.5407641972,0
363,345092.543898667,116,6,0.0331,1.043,1.618,1.34,0.571,3.96590909090909E-05,27551.5329198389,45954.2160556131,10515.8965779829
364,259579.701167219,140,9,0.0331,1.043,1.618,1.34,0.571,3.96590909090909E-05,27387.6606806229,16613.324056411,1833.87493829181
365,167431.942890238,140,8,0.0452,0.518,1.572,1.541,0.512,3.29545454545455E-05,18081.1901351348,16307.0728613892,0
366,232810.981495209,140,2,0.0266,0.919,1.489,1.613,0.538,3.59090909090909E-05,26476.8929041264,15577.0005867938,12637.180998483
367,128041.727499876,140,5,0.0375,0.324,1.774,1.485,0.695,5.375E-05,2350.89409311443,19606.0450198123,0
368,150668.673257431,128,1,0.0073,0.46,1.421,1.509,0.442,2.5E-05,15231.7288738001,19988.364073813,2496.76811367757
369,261820.688226449,116,2,0.017,0.607,1.731,1.391,0.6,4.29545454545455E-05,16318.0935324358,52830.1207343498,0
370,310165.244382776,116,4,0.043,0.795,1.696,1.645,0.66,4.97727272727273E-05,20835.5068342227,45078.6686333876,0
371,218386.098246944,128,5,0.043,0.795,1.696,1.645,0.66,4.97727272727273E-05,20579.5693567808,17189.545732016,0
372,118143.741693879,140,2,0.0017,0.264,1.517,1.337,0.632,4.65909090909091E-05,16293.3934521063,22573.2297449446,0
373,259409.0976105,140,7,0.0331,1.043,1.618,1.34,0.571,3.96590909090909E-05,27298.1957198623,16632.7730696685,1703.47271170321
374,271451.49611773,116,2,0.024,0.716,1.36,1.44,0.412,2.15909090909091E-05,29367.6298766965,42246.2319424214,49695.5659032283
375,237662.647903309,128,4,0.0266,0.919,1.489,1.613,0.538,3.59090909090909E-05,25553.338312756,17696.4800299154,4621.4096881927
376,267659.469596925,140,5,0.0146,1.163,1.349,1.673,0.465,2.76136363636364E-05,44730.1888899895,10866.2048086959,69363.2003202496
377,271923.035716913,116,3,0.024,0.716,1.36,1.44,0.412,2.15909090909091E-05,29201.3445505278,42415.440926692,48483.2437514573
378,280781.934418007,116,9,0.024,0.716,1.36,1.44,0.412,2.15909090909091E-05,28417.0970988947,44451.8008122746,34715.469035143
379,155027.096876358,128,9,0.0073,0.46,1.421,1.509,0.442,2.5E-05,14380.6740669436,20305.0446252321,1050.99083611935
380,159061.428198133,128,3,0.0452,0.518,1.572,1.541,0.512,3.29545454545455E-05,15524.3790818669,17062.340575437,0
381,110360.820363275,128,1,0.0017,0.264,1.517,1.337,0.632,4.65909090909091E-05,9636.49834275592,21926.6730829113,0
382,183812.530543902,128,6,0.017,0.607,1.731,1.391,0.6,4.29545454545455E-05,15749.2824983689,19350.3685260223,0
383,242688.704162612,140,6,0.0266,0.919,1.489,1.613,0.538,3.59090909090909E-05,27381.7909627423,16691.3143220052,4517.99248555519
384,233166.180048894,140,1,0.0266,0.919,1.489,1.613,0.538,3.59090909090909E-05,26448.0852660262,15544.3815423527,12899.0325104272
385,118073.079039699,140,3,0.0017,0.264,1.517,1.337,0.632,4.65909090909091E-05,16328.2743277663,22433.746301867,0
386,309915.273906242,116,7,0.043,0.795,1.696,1.645,0.66,4.97727272727273E-05,20590.5384817696,45075.3362272903,0
387,126866.535847957,140,1,0.0375,0.324,1.774,1.485,0.695,5.375E-05,5959.30149514387,18427.0349973627,0
388,162620.73328033,140,2,0.0452,0.518,1.572,1.541,0.512,3.29545454545455E-05,18073.871709133,16133.4979614682,0
389,167791.96866645,140,5,0.0452,0.518,1.572,1.541,0.512,3.29545454545455E-05,17973.1339640003,16402.4391549754,0
390,191543.731132747,140,3,0.024,0.716,1.36,1.44,0.412,2.15909090909091E-05,26029.9865777658,15034.1235829594,18279.6383023661
391,127996.18744085,140,8,0.0375,0.324,1.774,1.485,0.695,5.375E-05,2564.95061630194,19520.3984332366,0
392,337505.706139645,116,4,0.0266,0.919,1.489,1.613,0.538,3.59090909090909E-05,28913.2545000022,45384.5964283199,24651.0847510708
393,128105.766533631,140,7,0.0375,0.324,1.774,1.485,0.695,5.375E-05,1959.18856258323,19733.6559216669,0
394,261310.402840036,128,8,0.0146,1.163,1.349,1.673,0.465,2.76136363636364E-05,42817.269679747,11078.0246102557,78034.4186661059
395,120794.618132065,128,5,0.0375,0.324,1.774,1.485,0.695,5.375E-05,0,18362.7362265237,0
396,113339.65293479,128,5,0.0017,0.264,1.517,1.337,0.632,4.65909090909091E-05,11837.0088361775,21927.352469831,0
397,151167.646004101,128,0,0.0073,0.46,1.421,1.509,0.442,2.5E-05,15165.7897550498,20032.9851747981,2294.18773081808
398,335407.743380699,116,5,0.0266,0.919,1.489,1.613,0.538,3.59090909090909E-05,29031.3230285816,44990.5453,27045.6957706867
399,154200.160301861,128,8,0.0073,0.46,1.421,1.509,0.442,2.5E-05,14613.0350781726,20236.8873718716,1347.23830584507
400,183338.729192569,116,1,0.0017,0.264,1.517,1.337,0.632,4.65909090909091E-05,0,59773.7187539015,0
401,157460.721607284,140,8,0.0073,0.46,1.421,1.509,0.442,2.5E-05,19670.4185142357,18470.1326633858,4658.41799690612
402,187311.387591581,140,5,0.017,0.607,1.731,1.391,0.6,4.29545454545455E-05,19216.8063648468,18436.4203333594,0
403,211802.578269096,128,2,0.043,0.795,1.696,1.645,0.66,4.97727272727273E-05,19916.6447382484,17180.683672152,0
404,154921.185659219,128,7,0.0073,0.46,1.421,1.509,0.442,2.5E-05,14344.2383399886,20285.7016426251,1129.6116556132
405,243674.077830577,116,7,0.0073,0.46,1.421,1.509,0.442,2.5E-05,13577.1058831947,55569.8440262285,3184.40432142612
406,191129.464917621,140,2,0.024,0.716,1.36,1.44,0.412,2.15909090909091E-05,25972.2833160211,14942.8776480057,18966.2362094329
407,168963.123189937,140,4,0.0452,0.518,1.572,1.541,0.512,3.29545454545455E-05,17838.0752921361,16484.2663553633,0
408,163462.956289781,140,0,0.0452,0.518,1.572,1.541,0.512,3.29545454545455E-05,18026.8760505173,16179.6030167466,0
409,121630.75457688,140,8,0.0017,0.264,1.517,1.337,0.632,4.65909090909091E-05,15880.9821186458,23431.5571189049,0
410,162792.351512757,140,1,0.0452,0.518,1.572,1.541,0.512,3.29545454545455E-05,18127.0714157169,16129.4339641841,0
411,236084.752437705,128,5,0.0266,0.919,1.489,1.613,0.538,3.59090909090909E-05,25213.7178211629,17569.5855886211,5500.81673103175
412,262542.967850652,128,5,0.0146,1.163,1.349,1.673,0.465,2.76136363636364E-05,41797.8575491004,11451.6031815434,72915.1208445479
413,334202.015476087,116,3,0.0331,1.043,1.618,1.34,0.571,3.96590909090909E-05,27218.5506188158,44144.76515,21589.3074199568
414,342432.005810344,116,8,0.0331,1.043,1.618,1.34,0.571,3.96590909090909E-05,27746.0483183804,45637.9891119899,12363.3947346976
415,270142.52666246,140,4,0.0146,1.163,1.349,1.673,0.465,2.76136363636364E-05,45047.3614056002,11080.2669016886,65932.7696987173
416,268092.987579911,116,6,0.017,0.607,1.731,1.391,0.6,4.29545454545455E-05,15233.4179040416,52830.3598283447,0
417,195438.733612321,128,6,0.024,0.716,1.36,1.44,0.412,2.15909090909091E-05,23864.0822913756,17513.9054334276,7274.11148367671
418,186815.485358054,140,8,0.017,0.607,1.731,1.391,0.6,4.29545454545455E-05,19324.5998945955,18288.7080327319,0
419,177742.919079657,128,1,0.017,0.607,1.731,1.391,0.6,4.29545454545455E-05,16272.8530482833,19345.9747364859,0
420,239207.433657872,116,2,0.0073,0.46,1.421,1.509,0.442,2.5E-05,15802.7895063653,54809.95092067,6607.05124457957
421,349138.215789555,116,2,0.0146,1.163,1.349,1.673,0.465,2.76136363636364E-05,48060.7364387313,35519.7085099378,128231.709607138
422,219864.979741384,128,4,0.043,0.795,1.696,1.645,0.66,4.97727272727273E-05,20759.6549474305,17195.4524290441,0
423,301715.473091169,116,1,0.043,0.795,1.696,1.645,0.66,4.97727272727273E-05,20307.6933739672,44989.3961168535,0
424,308475.047481097,116,5,0.043,0.795,1.696,1.645,0.66,4.97727272727273E-05,20672.5108349358,45051.8362142661,0
425,239346.795038204,116,7,0.0452,0.518,1.572,1.541,0.512,3.29545454545455E-05,14861.8484438116,44721.5221371638,0
426,251908.432316805,128,0,0.0146,1.163,1.349,1.673,0.465,2.76136363636364E-05,46136.7519979199,9053.17739478628,121060.478579628
427,163702.153449488,128,7,0.0452,0.518,1.572,1.541,0.512,3.29545454545455E-05,14799.2613853606,17044.7861416418,0
428,153660.117714885,140,0,0.0073,0.46,1.421,1.509,0.442,2.5E-05,18906.6256745278,18393.9809775438,4538.70969997258
429,155240.158996282,128,6,0.0073,0.46,1.421,1.509,0.442,2.5E-05,14238.92394077,20342.009620301,913.196333931028
430,328065.908972232,116,0,0.0266,0.919,1.489,1.613,0.538,3.59090909090909E-05,28600.0557533407,43766.7660666667,34858.621448544
431,309728.204740115,116,9,0.043,0.795,1.696,1.645,0.66,4.97727272727273E-05,20755.8837472269,45034.9757434385,0
432,219897.495480858,128,6,0.043,0.795,1.696,1.645,0.66,4.97727272727273E-05,20804.5354495428,17193.4144577083,0
433,243940.155376784,116,6,0.0073,0.46,1.421,1.509,0.442,2.5E-05,13682.9042768994,55645.5150995503,2852.7495976738
434,281122.584439807,116,6,0.024,0.716,1.36,1.44,0.412,2.15909090909091E-05,28379.5119919602,44470.5246090655,34596.8269704354
435,188086.940822552,128,3,0.024,0.716,1.36,1.44,0.412,2.15909090909091E-05,23938.2453672688,16415.032,15745.1631526583
436,113483.172400828,128,9,0.0017,0.264,1.517,1.337,0.632,4.65909090909091E-05,11492.6160476702,21924.2780618365,0
437,128175.689082514,140,6,0.0375,0.324,1.774,1.485,0.695,5.375E-05,1394.05898487736,19951.0015072736,0
438,269216.28349794,140,7,0.0146,1.163,1.349,1.673,0.465,2.76136363636364E-05,44891.3116258265,11018.7661558688,65595.1839239723
439,268055.679951224,116,4,0.017,0.607,1.731,1.391,0.6,4.29545454545455E-05,15238.3689042026,52830.1207343498,0
440,123428.499495383,140,6,0.0017,0.264,1.517,1.337,0.632,4.65909090909091E-05,14344.992259771,24739.2534376155,0
441,333811.856270231,116,1,0.0331,1.043,1.618,1.34,0.571,3.96590909090909E-05,27209.0392775842,44111.44827703,21805.6942832852
442,188813.593082545,128,0,0.024,0.716,1.36,1.44,0.412,2.15909090909091E-05,23769.537810273,16554.9114174581,14625.6724906964
443,181316.774503542,140,2,0.017,0.607,1.731,1.391,0.6,4.29545454545455E-05,17862.8087162438,18281.6683160422,0
444,335288.620571497,116,0,0.0331,1.043,1.618,1.34,0.571,3.96590909090909E-05,27240.3088664473,44410.6890697968,19875.5729106894
445,194052.940481858,128,5,0.024,0.716,1.36,1.44,0.412,2.15909090909091E-05,23748.2714003921,17372.9598320624,8288.16140533111
446,158764.67691607,128,2,0.0452,0.518,1.572,1.541,0.512,3.29545454545455E-05,15548.4394697732,17049.0626236048,0
447,326429.132243417,116,2,0.0266,0.919,1.489,1.613,0.538,3.59090909090909E-05,28958.2222835268,43547.9668026447,36321.6187801045
448,262132.967194753,116,3,0.017,0.607,1.731,1.391,0.6,4.29545454545455E-05,16303.5505517815,52830.1207343498,0
449,280972.14825549,116,7,0.024,0.716,1.36,1.44,0.412,2.15909090909091E-05,27911.5430686644,44498.8788,34416.3792758266
450,158607.025814398,140,9,0.0073,0.46,1.421,1.509,0.442,2.5E-05,19887.3673596212,18480.432118757,4874.51802593889
451,181512.234745118,140,1,0.017,0.607,1.731,1.391,0.6,4.29545454545455E-05,17889.1208769641,18282.0226515248,0
452,349512.67164264,116,1,0.0146,1.163,1.349,1.673,0.465,2.76136363636364E-05,47479.507901044,35608.1199868714,127941.61620303
453,240947.29586387,140,5,0.0266,0.919,1.489,1.613,0.538,3.59090909090909E-05,27059.9346208903,16487.2426833333,5935.14493522497
